"pkg","res"
"1","abcrf","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","acebayes","ok"
"5","ACEt","ok"
"6","AdaptiveSparsity","ok"
"7","AHR","ok"
"8","Amelia","ok"
"9","anMC","ok"
"10","arrApply","ok"
"11","ASPBay","ok"
"12","attrCUSUM","ok"
"13","BaBooN","ok"
"14","BacArena","ok"
"15","BAMBI","ok"
"16","Barycenter","ok"
"17","BatchMap","ok"
"18","BayesBD","ok"
"19","BayesComm","ok"
"20","bayesDP","ok"
"21","bayesImageS","ok"
"22","bayeslm","ok"
"23","bayesm","ok"
"24","bayou","ok"
"25","bcp","ok"
"26","bcROCsurface","failed"
"27","bcs","ok"
"28","BCSub","ok"
"29","bfa","ok"
"30","bife","ok"
"31","BIFIEsurvey","ok"
"32","bigKRLS","ok"
"33","biglasso","ok"
"34","bigReg","ok"
"35","BigVAR","ok"
"36","BIPOD","ok"
"37","blockmodels","ok"
"38","blockseg","ok"
"39","BradleyTerryScalable","ok"
"40","bssm","ok"
"41","BTLLasso","ok"
"42","BuyseTest","ok"
"43","bvarsv","ok"
"44","catSurv","ok"
"45","ccaPP","ok"
"46","cccp","ok"
"47","cctools","ok"
"48","cda","ok"
"49","CDM","ok"
"50","CFC","ok"
"51","ChannelAttribution","ok"
"52","CircularDDM","ok"
"53","cIRT","ok"
"54","cladoRcpp","ok"
"55","ClusterR","ok"
"56","ClusVis","ok"
"57","coala","ok"
"58","coda.base","ok"
"59","coneproj","ok"
"60","copCAR","ok"
"61","cord","ok"
"62","Countr","ok"
"63","CoxPlus","ok"
"64","cpr","ok"
"65","cqrReg","ok"
"66","crawl","ok"
"67","Crossover","ok"
"68","ctmcd","ok"
"69","CVR","ok"
"70","cytometree","ok"
"71","DepthProc","ok"
"72","dfcomb","ok"
"73","dfmta","ok"
"74","diagis","ok"
"75","DiffusionRgqd","ok"
"76","DiffusionRimp","ok"
"77","DiffusionRjgqd","ok"
"78","dina","ok"
"79","DLMtool","ok"
"80","dnc","ok"
"81","drgee","ok"
"82","DrImpute","ok"
"83","dtwclust","ok"
"84","dynamichazard","ok"
"85","ECctmc","ok"
"86","ECFsup","ok"
"87","eDMA","ok"
"88","EloChoice","ok"
"89","EMbC","ok"
