"pkg","res"
"1","abcrf","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","acebayes","ok"
"5","ACEt","ok"
"6","AdaptiveSparsity","ok"
"7","AHR","ok"
"8","alR","ok"
"9","Amelia","ok"
"10","anMC","ok"
"11","ANN2","ok"
"12","anomalyDetection","ok"
"13","arrApply","ok"
"14","ASPBay","ok"
"15","attrCUSUM","ok"
"16","BaBooN","ok"
"17","BacArena","ok"
"18","BAMBI","ok"
"19","Barycenter","ok"
"20","BatchMap","ok"
"21","BayesBD","ok"
"22","BayesComm","ok"
"23","bayesDP","ok"
"24","bayesImageS","ok"
"25","bayeslm","ok"
"26","bayesm","ok"
"27","bayou","ok"
"28","BCEE","ok"
"29","bcp","ok"
"30","bcROCsurface","ok"
"31","bcs","ok"
"32","BCSub","ok"
"33","bfa","ok"
"34","bife","ok"
"35","BIFIEsurvey","ok"
"36","bigKRLS","ok"
"37","biglasso","ok"
"38","bigReg","ok"
"39","bigstatsr","ok"
"40","BigVAR","ok"
"41","binaryGP","ok"
"42","BIPOD","ok"
"43","blockmodels","ok"
"44","blockseg","ok"
"45","BNPMIXcluster","ok"
"46","BosonSampling","ok"
"47","BradleyTerryScalable","ok"
"48","bssm","ok"
"49","BTLLasso","ok"
"50","BuyseTest","ok"
"51","bvarsv","ok"
"52","catSurv","ok"
"53","ccaPP","ok"
"54","cccp","ok"
"55","cctools","ok"
"56","cda","ok"
"57","CDM","ok"
"58","CFC","ok"
"59","ChannelAttribution","ok"
"60","CircularDDM","ok"
"61","cIRT","ok"
"62","cladoRcpp","ok"
"63","ClusterR","ok"
"64","ClusVis","ok"
"65","coala","ok"
"66","coda.base","ok"
"67","cOde","ok"
"68","coneproj","ok"
"69","copCAR","ok"
"70","cord","ok"
"71","Countr","ok"
"72","CovTools","ok"
"73","CoxPlus","ok"
"74","cpr","ok"
"75","cqrReg","ok"
"76","crawl","ok"
"77","Crossover","ok"
"78","ctmcd","ok"
"79","CVR","ok"
"80","cytometree","ok"
"81","DatabionicSwarm","ok"
"82","DepthProc","ok"
"83","dfcomb","ok"
"84","dfmta","ok"
"85","diagis","ok"
"86","DiffusionRgqd","ok"
"87","DiffusionRimp","ok"
"88","DiffusionRjgqd","ok"
