"pkg","res"
"1","AbsFilterGSEA","ok"
"2","acc","ok"
"3","acebayes","ok"
"4","ACEt","ok"
"5","AdaptiveSparsity","ok"
"6","AHR","ok"
"7","Amelia","ok"
"8","anMC","ok"
"9","arrApply","ok"
"10","ASPBay","ok"
"11","attrCUSUM","ok"
"12","BaBooN","ok"
"13","BacArena","ok"
"14","BAMBI","ok"
"15","Barycenter","ok"
"16","BatchMap","ok"
"17","BayesBD","ok"
"18","BayesComm","ok"
"19","bayesDP","ok"
"20","bayesImageS","ok"
"21","bayesm","ok"
"22","bayou","ok"
"23","bcp","ok"
"24","bcROCsurface","ok"
"25","bcs","ok"
"26","BCSub","ok"
"27","bfa","ok"
"28","bife","ok"
"29","BIFIEsurvey","ok"
"30","bigKRLS","ok"
"31","biglasso","ok"
"32","bigReg","ok"
"33","BigVAR","ok"
"34","BIPOD","ok"
"35","blockmodels","ok"
"36","blockseg","ok"
"37","BTLLasso","ok"
"38","BuyseTest","ok"
"39","bvarsv","ok"
"40","catSurv","ok"
"41","ccaPP","ok"
"42","cccp","ok"
"43","cctools","ok"
"44","cda","ok"
"45","CDM","ok"
"46","CFC","ok"
"47","ChannelAttribution","ok"
"48","CircularDDM","ok"
"49","cIRT","ok"
"50","cladoRcpp","ok"
"51","ClusterR","ok"
"52","coala","ok"
"53","coneproj","ok"
"54","copCAR","ok"
"55","cord","ok"
"56","Countr","ok"
"57","CoxPlus","ok"
"58","cpr","ok"
"59","cqrReg","ok"
"60","crawl","ok"
"61","Crossover","ok"
"62","ctmcd","ok"
"63","CVR","ok"
"64","DepthProc","ok"
"65","dfcomb","ok"
"66","dfmta","ok"
"67","diagis","ok"
"68","DiffusionRgqd","ok"
"69","DiffusionRimp","ok"
"70","DiffusionRjgqd","ok"
"71","dina","ok"
"72","dnc","ok"
"73","drgee","ok"
"74","dynamichazard","ok"
"75","ECctmc","ok"
"76","ECFsup","ok"
"77","eDMA","ok"
"78","EloChoice","ok"
"79","EMbC","ok"
"80","emIRT","ok"
"81","EPGLM","ok"
"82","esaddle","ok"
"83","EstHer","ok"
"84","eulerr","ok"
"85","evolqg","ok"
"86","factorcpt","ok"
"87","factorstochvol","ok"
"88","FastBandChol","ok"
"89","fastHorseshoe","ok"
"90","fastM","ok"
"91","FBFsearch","ok"
"92","fdaMixed","ok"
"93","fdasrvf","ok"
"94","FDRreg","ok"
"95","FIACH","ok"
"96","fICA","ok"
