"pkg","res"
"1","AbsFilterGSEA",0
"2","acc",0
"3","acebayes",0
"4","ACEt",0
"5","AdaptiveSparsity",0
"6","AHR",0
"7","Amelia",0
"8","arrApply",0
"9","ASPBay",0
"10","aSPU",0
"11","attrCUSUM",0
"12","BaBooN",0
"13","BacArena",0
"14","BAMBI",0
"15","Barycenter",0
"16","BayesBD",0
"17","BayesComm",0
"18","bayesImageS",0
"19","bayesm",0
"20","bayou",0
"21","bcp",0
"22","bcROCsurface",0
"23","BCSub",0
"24","bfa",0
"25","bife",0
"26","BIFIEsurvey",0
"27","biglasso",0
"28","bigReg",0
"29","BigVAR",0
"30","BIPOD",0
"31","blockmodels",0
"32","blockseg",0
"33","bootTimeInference",0
"34","BTLLasso",0
"35","BuyseTest",0
"36","bvarsv",0
"37","ccaPP",0
"38","cccp",0
"39","cda",0
"40","CDM",0
"41","CFC",0
"42","ChannelAttribution",0
"43","cIRT",0
"44","cladoRcpp",0
"45","ClusterR",0
"46","coala",0
"47","coneproj",0
"48","copCAR",0
"49","cord",0
"50","Countr",0
"51","CoxPlus",0
"52","crawl",0
"53","Crossover",0
"54","ctmcd",0
"55","DepthProc",0
"56","dfcomb",0
"57","dfmta",0
"58","diagis",0
"59","DiffusionRgqd",0
"60","DiffusionRimp",0
"61","DiffusionRjgqd",0
"62","dina",0
"63","dnc",0
"64","drgee",0
"65","dynamichazard",0
"66","ECctmc",0
"67","eDMA",0
"68","EloChoice",0
"69","EMbC",0
"70","emIRT",0
"71","EPGLM",0
"72","esaddle",0
"73","EstHer",0
"74","eulerr",0
"75","evolqg",0
"76","factorcpt",0
"77","factorstochvol",0
"78","FastBandChol",0
"79","fastHorseshoe",0
"80","fastM",0
"81","FBFsearch",0
"82","fdaMixed",0
"83","fdasrvf",0
"84","FDRreg",0
"85","FIACH",0
"86","fICA",0
"87","FisHiCal",0
"88","FLightR",0
"89","flip",0
"90","forecast",1
"91","fourierin",0
"92","fourPNO",0
"93","FRESA.CAD",0
"94","gamreg",0
"95","GAS",0
"96","gaselect",0
"97","GauPro",0
"98","gbp",0
"99","gcKrig",0
"100","GDINA",0
"101","gdpc",0
"102","GEEaSPU",0
"103","GeneticTools",0
"104","GenomicTools",0
"105","geoCount",0
"106","GERGM",0
"107","ggdmc",0
"108","GiRaF",0
