"pkg","res"
"1","abcrf","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","acebayes","ok"
"5","ACEt","ok"
"6","AdaptiveSparsity","ok"
"7","ADMM","ok"
"8","AHR","ok"
"9","alR","ok"
"10","Amelia","ok"
"11","anMC","ok"
"12","ANN2","ok"
"13","anomalyDetection","ok"
"14","arrApply","ok"
"15","ASPBay","ok"
"16","attrCUSUM","ok"
"17","BaBooN","ok"
"18","BacArena","ok"
"19","BAMBI","ok"
"20","Barycenter","ok"
"21","BatchMap","ok"
"22","BayesBD","ok"
"23","BayesComm","ok"
"24","bayesDP","ok"
"25","bayesImageS","ok"
"26","bayeslm","ok"
"27","bayesm","ok"
"28","bayou","ok"
"29","BCEE","ok"
"30","bcp","ok"
"31","bcROCsurface","ok"
"32","BCSub","ok"
"33","bfa","ok"
"34","bife","ok"
"35","BIFIEsurvey","ok"
"36","bigKRLS","ok"
"37","biglasso","ok"
"38","bigReg","ok"
"39","bigstatsr","ok"
"40","bigtime","ok"
"41","BigVAR","ok"
"42","binaryGP","ok"
"43","BIPOD","ok"
"44","blockmodels","ok"
"45","blockseg","ok"
"46","BNPMIXcluster","ok"
"47","BosonSampling","ok"
"48","BradleyTerryScalable","ok"
"49","bssm","ok"
"50","BTLLasso","ok"
"51","BuyseTest","ok"
"52","bvarsv","ok"
"53","catSurv","ok"
"54","ccaPP","ok"
"55","cccp","ok"
"56","cctools","ok"
"57","cda","ok"
"58","CDM","ok"
"59","CFC","ok"
"60","changepointsHD","ok"
"61","ChannelAttribution","ok"
"62","CircularDDM","ok"
"63","cIRT","ok"
"64","cladoRcpp","ok"
"65","ClusterR","ok"
"66","ClusVis","ok"
"67","coala","ok"
"68","coda.base","ok"
"69","cOde","ok"
"70","coneproj","ok"
"71","copCAR","ok"
"72","cord","ok"
"73","Countr","ok"
"74","CovTools","ok"
"75","CoxPlus","ok"
"76","cpr","ok"
"77","cqrReg","ok"
"78","crawl","ok"
"79","Crossover","ok"
"80","ctmcd","ok"
"81","CVR","ok"
"82","cytometree","ok"
"83","DatabionicSwarm","ok"
"84","DatAssim","ok"
"85","DepthProc","ok"
"86","dfcomb","ok"
"87","dfmta","ok"
"88","diagis","ok"
