"pkg","res"
"1","abcrf","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","acebayes","ok"
"5","ACEt","ok"
"6","AdaptiveSparsity","ok"
"7","AHR","ok"
"8","alR","ok"
"9","Amelia","ok"
"10","anMC","ok"
"11","anomalyDetection","ok"
"12","arrApply","ok"
"13","ASPBay","ok"
"14","attrCUSUM","ok"
"15","BaBooN","ok"
"16","BacArena","ok"
"17","BAMBI","ok"
"18","Barycenter","ok"
"19","BatchMap","ok"
"20","BayesBD","ok"
"21","BayesComm","ok"
"22","bayesDP","ok"
"23","bayesImageS","ok"
"24","bayeslm","ok"
"25","bayesm","ok"
"26","bayou","ok"
"27","BCEE","ok"
"28","bcp","ok"
"29","bcROCsurface","ok"
"30","bcs","ok"
"31","BCSub","ok"
"32","bfa","ok"
"33","bife","ok"
"34","BIFIEsurvey","ok"
"35","bigKRLS","ok"
"36","biglasso","ok"
"37","bigReg","ok"
"38","bigstatsr","ok"
"39","BigVAR","ok"
"40","binaryGP","ok"
"41","BIPOD","ok"
"42","blockmodels","ok"
"43","blockseg","ok"
"44","BNPMIXcluster","ok"
"45","BosonSampling","ok"
"46","BradleyTerryScalable","ok"
"47","bssm","ok"
"48","BTLLasso","ok"
"49","BuyseTest","ok"
"50","bvarsv","ok"
"51","catSurv","ok"
"52","ccaPP","ok"
"53","cccp","ok"
"54","cctools","ok"
"55","cda","ok"
"56","CDM","ok"
"57","CFC","ok"
"58","ChannelAttribution","ok"
"59","CircularDDM","ok"
"60","cIRT","ok"
"61","cladoRcpp","ok"
"62","ClusterR","ok"
"63","ClusVis","ok"
"64","coala","ok"
"65","coda.base","ok"
"66","cOde","ok"
"67","coneproj","ok"
"68","copCAR","ok"
"69","cord","ok"
"70","Countr","ok"
"71","CoxPlus","ok"
"72","cpr","ok"
"73","cqrReg","ok"
"74","crawl","ok"
"75","Crossover","ok"
"76","ctmcd","ok"
"77","CVR","ok"
"78","cytometree","ok"
"79","DatabionicSwarm","ok"
"80","DepthProc","ok"
"81","dfcomb","ok"
"82","dfmta","ok"
"83","diagis","ok"
"84","DiffusionRgqd","ok"
"85","DiffusionRimp","ok"
"86","DiffusionRjgqd","ok"
"87","dina","ok"
"88","DLMtool","ok"
