"pkg","res"
"1","abcrf","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","acebayes","ok"
"5","ACEt","ok"
"6","AdaptiveSparsity","ok"
"7","AHR","ok"
"8","Amelia","ok"
"9","anMC","ok"
"10","arrApply","ok"
"11","ASPBay","ok"
"12","attrCUSUM","ok"
"13","BaBooN","ok"
"14","BacArena","ok"
"15","BAMBI","ok"
"16","Barycenter","ok"
"17","BatchMap","ok"
"18","BayesBD","ok"
"19","BayesComm","ok"
"20","bayesDP","ok"
"21","bayesImageS","ok"
"22","bayeslm","ok"
"23","bayesm","ok"
"24","bayou","ok"
"25","BCEE","ok"
"26","bcp","ok"
"27","bcROCsurface","ok"
"28","bcs","ok"
"29","BCSub","ok"
"30","bfa","ok"
"31","bife","ok"
"32","BIFIEsurvey","ok"
"33","bigKRLS","ok"
"34","biglasso","ok"
"35","bigReg","ok"
"36","BigVAR","ok"
"37","BIPOD","ok"
"38","blockmodels","ok"
"39","blockseg","ok"
"40","BradleyTerryScalable","ok"
"41","bssm","ok"
"42","BTLLasso","ok"
"43","BuyseTest","ok"
"44","bvarsv","ok"
"45","catSurv","ok"
"46","ccaPP","ok"
"47","cccp","ok"
"48","cctools","ok"
"49","cda","ok"
"50","CDM","ok"
"51","CFC","ok"
"52","ChannelAttribution","ok"
"53","CircularDDM","ok"
"54","cIRT","ok"
"55","cladoRcpp","ok"
"56","ClusterR","ok"
"57","ClusVis","ok"
"58","coala","ok"
"59","coda.base","ok"
"60","coneproj","ok"
"61","copCAR","ok"
"62","cord","ok"
"63","Countr","ok"
"64","CoxPlus","ok"
"65","cpr","ok"
"66","cqrReg","ok"
"67","crawl","ok"
"68","Crossover","ok"
"69","ctmcd","ok"
"70","CVR","ok"
"71","cytometree","ok"
"72","DepthProc","ok"
"73","dfcomb","ok"
"74","dfmta","ok"
"75","diagis","ok"
"76","DiffusionRgqd","ok"
"77","DiffusionRimp","ok"
"78","DiffusionRjgqd","ok"
"79","dina","ok"
"80","DLMtool","ok"
"81","dnc","ok"
"82","drgee","ok"
"83","DrImpute","ok"
"84","dtwclust","ok"
"85","dynamichazard","ok"
"86","ECctmc","ok"
"87","ECFsup","ok"
"88","eDMA","ok"
"89","EloChoice","ok"
