"pkg","res"
"1","ABCoptim","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","accelerometry","ok"
"5","acebayes","ok"
"6","ACEt","ok"
"7","acrt","ok"
"8","AdaptiveSparsity","ok"
"9","ADMMnet","ok"
"10","AhoCorasickTrie","ok"
"11","AHR","ok"
"12","alakazam","ok"
"13","algstat","ok"
"14","AlignStat","ok"
"15","ALKr","ok"
"16","alphabetr","ok"
"17","Amelia","ok"
"18","anMC","ok"
"19","anytime","ok"
"20","apcluster","ok"
"21","arrApply","ok"
"22","ashr","ok"
"23","ASPBay","ok"
"24","attrCUSUM","ok"
"25","autothresholdr","ok"
"26","autovarCore","ok"
"27","BaBooN","ok"
"28","BacArena","ok"
"29","baitmet","ok"
"30","BalancedSampling","ok"
"31","BAMBI","ok"
"32","BAMMtools","ok"
"33","BART","ok"
"34","Barycenter","ok"
"35","BatchMap","ok"
"36","batman","ok"
"37","bayesAB","ok"
"38","BayesBD","ok"
"39","BayesComm","ok"
"40","bayesDP","ok"
"41","BayesFactor","ok"
"42","BayesianTools","ok"
"43","bayesImageS","ok"
"44","bayesm","ok"
"45","bayou","ok"
"46","bcp","ok"
"47","bcpa","ok"
"48","bcROCsurface","ok"
"49","bcs","ok"
"50","BCSub","ok"
"51","bea.R","ok"
"52","beanz","ok"
"53","BEDMatrix","ok"
"54","benchr","ok"
"55","BeSS","ok"
"56","BeviMed","ok"
"57","beyondWhittle","ok"
"58","bfa","ok"
"59","bfp","ok"
"60","bifactorial","ok"
"61","bife","ok"
"62","BIFIEsurvey","ok"
"63","biganalytics","ok"
"64","bigFastlm","ok"
"65","bigKRLS","ok"
"66","biglasso","ok"
"67","bigmemory","ok"
"68","BigQuic","ok"
"69","bigReg","ok"
"70","bigtabulate","ok"
"71","BigVAR","ok"
"72","bikedata","ok"
"73","bindrcpp","ok"
"74","bio3d","ok"
"75","Biocomb","ok"
"76","BIPOD","ok"
"77","biwavelet","ok"
"78","blackbox","ok"
"79","blockcluster","ok"
"80","blockmodels","ok"
"81","blockseg","ok"
"82","BLPestimatoR","ok"
"83","bmlm","ok"
"84","bnnSurvival","ok"
"85","breathteststan","ok"
"86","brlrmr","ok"
"87","brms","ok"
"88","bsearchtools","ok"
"89","btb","ok"
"90","btf","ok"
"91","BTLLasso","ok"
