"pkg","res"
"1","ABCoptim","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","accelerometry","ok"
"5","acebayes","ok"
"6","ACEt","ok"
"7","acrt","ok"
"8","AdaptiveSparsity","ok"
"9","ADMMnet","ok"
"10","AhoCorasickTrie","ok"
"11","AHR","ok"
"12","alakazam","ok"
"13","algstat","ok"
"14","AlignStat","ok"
"15","ALKr","ok"
"16","alphabetr","ok"
"17","Amelia","ok"
"18","anMC","ok"
"19","anytime","ok"
"20","apcluster","ok"
"21","aphid","ok"
"22","arrApply","ok"
"23","ashr","ok"
"24","ASPBay","ok"
"25","attrCUSUM","ok"
"26","autothresholdr","ok"
"27","autovarCore","ok"
"28","BaBooN","ok"
"29","BacArena","ok"
"30","baitmet","ok"
"31","BalancedSampling","ok"
"32","BAMBI","ok"
"33","BAMMtools","ok"
"34","BART","ok"
"35","Barycenter","ok"
"36","BatchMap","ok"
"37","batman","ok"
"38","bayesAB","ok"
"39","BayesBD","ok"
"40","BayesComm","ok"
"41","bayesDP","ok"
"42","BayesFactor","ok"
"43","BayesianTools","ok"
"44","bayesImageS","ok"
"45","bayesm","ok"
"46","bayou","ok"
"47","bcp","ok"
"48","bcpa","ok"
"49","bcROCsurface","ok"
"50","bcs","ok"
"51","BCSub","ok"
"52","bea.R","ok"
"53","beanz","ok"
"54","BEDMatrix","ok"
"55","benchr","ok"
"56","BeSS","ok"
"57","BeviMed","ok"
"58","beyondWhittle","ok"
"59","bfa","ok"
"60","bfp","ok"
"61","bifactorial","ok"
"62","bife","ok"
"63","BIFIEsurvey","ok"
"64","biganalytics","ok"
"65","bigFastlm","ok"
"66","bigKRLS","ok"
"67","biglasso","ok"
"68","bigmemory","ok"
"69","BigQuic","ok"
"70","bigReg","ok"
"71","bigtabulate","ok"
"72","BigVAR","ok"
"73","bikedata","failed"
"74","bindrcpp","ok"
"75","bio3d","ok"
"76","Biocomb","ok"
"77","BIPOD","ok"
"78","biwavelet","ok"
"79","blackbox","ok"
"80","blockcluster","ok"
"81","blockmodels","ok"
"82","blockseg","ok"
"83","BLPestimatoR","ok"
"84","bmlm","ok"
"85","bnnSurvival","ok"
"86","BNSL","ok"
"87","breathteststan","ok"
"88","brlrmr","ok"
"89","brms","ok"
"90","bsearchtools","ok"
"91","bssm","ok"
