"pkg","res"
"1","accelerometry",0
"2","AdaptiveSparsity",0
"3","ALKr",0
"4","Amelia",0
"5","apcluster",0
"6","BalancedSampling",0
"7","BayesComm",0
"8","BayesFactor",0
"9","bayou",0
"10","bcp",0
"11","bcpa",1
"12","bfa",0
"13","bfp",0
"14","bifactorial",0
"15","BIFIEsurvey",0
"16","BIPOD",0
"17","blockcluster",0
"18","btf",0
"19","bvarsv",0
"20","CARBayes",1
"21","CARBayesST",0
"22","ccaPP",0
"23","cda",0
"24","CDM",0
"25","cgAUC",0
"26","CIDnetworks",0
"27","cladoRcpp",0
"28","classify",0
"29","clere",0
"30","climdex.pcic",1
"31","clogitL1",0
"32","clusteval",0
"33","ClustVarLV",0
"34","CMF",0
"35","CompGLM",0
"36","ConConPiWiFun",0
"37","coneproj",0
"38","copCAR",0
"39","CorReg",0
"40","cqrReg",1
"41","Crossover",0
"42","dbmss",0
"43","Delaporte",0
"44","dendextendRcpp",0
"45","DepthProc",0
"46","DetMCD",0
"47","dfcomb",0
"48","dfmta",0
"49","dils",0
"50","disclapmix",0
"51","diversitree",0
"52","diveRsity",0
"53","DNAprofiles",0
"54","DNAtools",0
"55","dplyr",1
"56","dslice",0
"57","DStree",0
"58","ecp",0
"59","eive",0
"60","EpiContactTrace",0
"61","ESGtoolkit",0
"62","EWGoF",0
"63","fastGHQuad",0
"64","FastHCS",0
"65","fastM",0
"66","FastPCS",0
"67","FastRCS",0
"68","FBFsearch",0
"69","fdaMixed",0
"70","FDGcopulas",0
"71","FDRreg",0
"72","fICA",0
"73","FisHiCal",1
"74","flip",0
"75","FLSSS",0
"76","forecast",0
"77","fugeR",0
"78","Funclustering",0
"79","fwsim",0
"80","geiger",0
"81","GeneticTools",0
"82","GENLIB",0
"83","geoCount",0
"84","glcm",0
"85","GMCM",0
"86","gMWT",0
"87","GPvam",0
"88","gRbase",1
"89","gRim",0
"90","growcurves",0
"91","growfunctions",0
"92","GSE",0
"93","GUILDS",0
"94","GUTS",0
"95","GxM",0
"96","hawkes",0
"97","HDPenReg",0
"98","HLMdiag",0
"99","hsphase",0
"100","httpuv",0
"101","HUM",1
"102","hypervolume",0
"103","iBATCGH",0
"104","IBHM",0
"105","icamix",1
"106","iccbeta",0
"107","icensmis",0
"108","inarmix",0
"109","IsingSampler",0
