"pkg","res"
"1","accelerometry",0
"2","AdaptiveSparsity",0
"3","algstat",0
"4","ALKr",0
"5","Amelia",0
"6","apcluster",0
"7","ASPBay",0
"8","BalancedSampling",0
"9","BayesComm",0
"10","BayesFactor",0
"11","bayou",0
"12","bcp",0
"13","bcpa",0
"14","bfa",0
"15","bfp",0
"16","bifactorial",0
"17","BIFIEsurvey",0
"18","BIPOD",0
"19","blockcluster",0
"20","blockmodels",0
"21","btf",0
"22","bvarsv",0
"23","CARBayes",0
"24","CARBayesST",0
"25","ccaPP",0
"26","cccp",0
"27","cda",0
"28","CDM",0
"29","cgAUC",0
"30","chopthin",0
"31","CIDnetworks",0
"32","cladoRcpp",0
"33","classify",0
"34","clere",0
"35","climdex.pcic",0
"36","clogitL1",0
"37","clusteval",0
"38","ClustVarLV",0
"39","CMF",0
"40","CompGLM",0
"41","ConConPiWiFun",0
"42","coneproj",0
"43","copCAR",0
"44","CorReg",0
"45","Coxnet",0
"46","Crossover",0
"47","dbmss",0
"48","ddalpha",0
"49","Delaporte",0
"50","dendextendRcpp",0
"51","DepthProc",0
"52","DetMCD",0
"53","dfcomb",0
"54","dfmta",0
"55","dils",0
"56","disclapmix",0
"57","diversitree",0
"58","diveRsity",0
"59","divo",0
"60","DNAprofiles",0
"61","DNAtools",0
"62","dplyr",0
"63","dslice",0
"64","DStree",0
"65","ecp",0
"66","eive",0
"67","emIRT",0
"68","EpiContactTrace",0
"69","ESGtoolkit",0
"70","EWGoF",0
"71","fastGHQuad",0
"72","FastHCS",0
"73","fastM",0
"74","FastPCS",0
"75","FastRCS",0
"76","FBFsearch",0
"77","fdaMixed",0
"78","FDGcopulas",0
"79","FDRreg",0
"80","FeatureHashing",0
"81","fICA",0
"82","FisHiCal",1
"83","flip",0
"84","FLSSS",0
"85","forecast",0
"86","FRESA.CAD",0
"87","fugeR",0
"88","FunChisq",0
"89","Funclustering",0
"90","fwsim",0
"91","gaselect",0
"92","GCPM",0
"93","gdm",0
"94","geiger",0
"95","GeneticTools",0
"96","GENLIB",0
"97","geoCount",0
"98","glcm",0
"99","glmgraph",0
"100","GMCM",0
"101","Gmisc",0
"102","gMWT",0
"103","GPareto",0
"104","GPvam",0
"105","graphicalVAR",0
"106","gRbase",0
"107","gRim",0
"108","growcurves",0
"109","growfunctions",0
