"pkg","res"
"1","ABCoptim","ok"
"2","abcrf","ok"
"3","AbsFilterGSEA","ok"
"4","acc","ok"
"5","accelerometry","ok"
"6","acebayes","ok"
"7","ACEt","ok"
"8","acrt","ok"
"9","AdaptiveSparsity","ok"
"10","adeba","ok"
"11","ADMM","ok"
"12","ADMMnet","ok"
"13","AhoCorasickTrie","ok"
"14","AHR","ok"
"15","alakazam","ok"
"16","algstat","ok"
"17","AlignStat","ok"
"18","ALKr","ok"
"19","alphabetr","ok"
"20","alR","ok"
"21","Amelia","ok"
"22","anMC","ok"
"23","ANN2","ok"
"24","anomalyDetection","ok"
"25","anytime","ok"
"26","apcluster","ok"
"27","ape","ok"
"28","aphid","ok"
"29","APML0","ok"
"30","arrApply","ok"
"31","ashr","ok"
"32","ASPBay","ok"
"33","attrCUSUM","ok"
"34","augSIMEX","ok"
"35","autothresholdr","ok"
"36","autovarCore","ok"
"37","BaBooN","ok"
"38","BacArena","ok"
"39","baitmet","ok"
"40","BalancedSampling","ok"
"41","BAMBI","ok"
"42","BAMMtools","ok"
"43","BART","ok"
"44","Barycenter","ok"
"45","basad","ok"
"46","BatchMap","ok"
"47","batman","ok"
"48","bayesAB","ok"
"49","BayesBD","ok"
"50","BayesComm","ok"
"51","bayesDP","ok"
"52","BayesFactor","ok"
"53","BayesianTools","ok"
"54","bayesImageS","ok"
"55","bayeslm","ok"
"56","bayesm","ok"
"57","bayou","ok"
"58","BCEE","ok"
"59","bcp","ok"
"60","bcpa","ok"
"61","bcROCsurface","ok"
"62","bcs","ok"
"63","BCSub","ok"
"64","bea.R","ok"
"65","beanz","ok"
"66","BEDMatrix","ok"
"67","benchr","ok"
"68","BeSS","ok"
"69","BeviMed","ok"
"70","beyondWhittle","ok"
"71","bfa","ok"
"72","bfp","ok"
"73","BiDAG","ok"
"74","bifactorial","ok"
"75","bife","ok"
"76","BIFIEsurvey","ok"
"77","biganalytics","ok"
"78","bigFastlm","ok"
"79","bigKRLS","ok"
"80","biglasso","ok"
"81","bigmemory","ok"
"82","BigQuic","ok"
"83","bigReg","ok"
"84","bigstatsr","ok"
"85","bigtabulate","ok"
"86","bigtime","ok"
"87","BigVAR","ok"
"88","bikedata","ok"
"89","binaryGP","ok"
"90","bindrcpp","ok"
"91","bio3d","ok"
"92","Biocomb","ok"
"93","biofiles","failed"
"94","BIPOD","ok"
"95","biwavelet","ok"
"96","blackbox","ok"
"97","blockcluster","ok"
"98","blockmodels","ok"
"99","blockseg","ok"
"100","BLPestimatoR","ok"
"101","bmlm","ok"
"102","bnnSurvival","ok"
"103","BNPMIXcluster","ok"
"104","BNSL","ok"
"105","BosonSampling","ok"
"106","BradleyTerryScalable","ok"
"107","breathteststan","ok"
"108","brlrmr","ok"
"109","brms","ok"
"110","bsearchtools","ok"
"111","bsplinePsd","ok"
"112","bssm","ok"
"113","btb","ok"
"114","btf","ok"
"115","BTLLasso","ok"
"116","BTR","ok"
"117","BTYDplus","ok"
"118","BuyseTest","ok"
"119","bvarsv","ok"
"120","bWGR","ok"
