"pkg","res"
"1","ABCoptim","ok"
"2","AbsFilterGSEA","ok"
"3","acc","ok"
"4","accelerometry","ok"
"5","acebayes","ok"
"6","ACEt","ok"
"7","acrt","ok"
"8","AdaptiveSparsity","ok"
"9","ADMMnet","ok"
"10","AhoCorasickTrie","ok"
"11","AHR","ok"
"12","alakazam","ok"
"13","algstat","ok"
"14","AlignStat","ok"
"15","ALKr","ok"
"16","alphabetr","ok"
"17","Amelia","ok"
"18","anytime","ok"
"19","apcluster","ok"
"20","arrApply","ok"
"21","ashr","ok"
"22","ASPBay","ok"
"23","aSPU","ok"
"24","attrCUSUM","ok"
"25","autovarCore","ok"
"26","BaBooN","ok"
"27","BacArena","ok"
"28","baitmet","ok"
"29","BalancedSampling","ok"
"30","BAMBI","ok"
"31","BAMMtools","ok"
"32","Barycenter","ok"
"33","BatchMap","ok"
"34","batman","ok"
"35","bayesAB","ok"
"36","BayesBD","ok"
"37","BayesComm","ok"
"38","bayesDP","ok"
"39","BayesFactor","ok"
"40","BayesianTools","ok"
"41","bayesImageS","ok"
"42","bayesm","ok"
"43","bayou","ok"
"44","bcp","ok"
"45","bcpa","ok"
"46","bcROCsurface","ok"
"47","BCSub","ok"
"48","beanz","ok"
"49","bea.R","ok"
"50","BEDMatrix","ok"
"51","benchr","ok"
"52","BeviMed","ok"
"53","beyondWhittle","ok"
"54","bfa","ok"
"55","bfp","ok"
"56","bifactorial","ok"
"57","bife","ok"
"58","BIFIEsurvey","ok"
"59","biganalytics","ok"
"60","bigFastlm","ok"
"61","biglasso","ok"
"62","bigmemory","ok"
"63","BigQuic","ok"
"64","bigReg","ok"
"65","bigtabulate","ok"
"66","BigVAR","ok"
"67","bindrcpp","ok"
"68","bio3d","ok"
"69","Biocomb","ok"
"70","BIPOD","ok"
"71","biwavelet","ok"
"72","blackbox","ok"
"73","blockcluster","ok"
"74","blockmodels","ok"
"75","blockseg","ok"
"76","BLPestimatoR","ok"
"77","bmlm","ok"
"78","bnnSurvival","ok"
"79","BNSL","ok"
"80","bootTimeInference","ok"
"81","brms","ok"
"82","bsearchtools","ok"
"83","btb","ok"
"84","btf","ok"
"85","BTLLasso","ok"
"86","BTR","ok"
"87","BTYDplus","ok"
"88","BuyseTest","ok"
"89","bvarsv","ok"
"90","bWGR","ok"
